Infrastructure Type,Infrastructure Name,Road Location,Two Way Travel,Length,ID,Location
Spur route,Bunn's Creek Trail,Off Road,true,81,W535,"MULTILINESTRING ((-97.05979783365753 49.94877702238507, -97.0597453547207 49.948838258453414, -97.05970827102756 49.94889214007885, -97.05966962584864 49.94894964933838, -97.05964023895186 49.94898813119117, -97.05962159262336 49.949006553671666, -97.05960294628052 49.94902497614893, -97.0595725986665 49.94904589063827, -97.0595255672267 49.949068898361794, -97.05948296061756 49.94908567356467, -97.05940850704239 49.949090744156486, -97.05934831091962 49.94908981421568, -97.05927039991201 49.949079375811415, -97.05919740018304 49.94906414785711, -97.05911355871787 49.949041776711525, -97.05896857760098 49.94900459761975))"
Multiuse path,McGillivray Greenway,Off Road,true,1206,W212374,"MULTILINESTRING ((-97.18089593345529 49.829867810724004, -97.18096009549011 49.829853436600885, -97.18101353165414 49.82983813017516, -97.18105040050754 49.82982741715445, -97.18109869258853 49.82980780528326, -97.18115760390204 49.82977921439759, -97.1812051256354 49.82974587187037, -97.18125564955905 49.82970305570942, -97.18130461138779 49.829646415175255, -97.18132323061471 49.8296126189636, -97.18133849820312 49.82958251155963, -97.18134552867618 49.82956640910594, -97.18134955036717 49.82954485516379, -97.18135171979671 49.82950414936448, -97.18135166296892 49.82945426294371, -97.18135254785034 49.8294135369829, -97.18135451468785 49.82937823226882, -97.18137032758344 49.82933358347233, -97.18138111475236 49.829302990030016, -97.18140686106908 49.82926764280992, -97.1814382319342 49.82923654098419, -97.18147940817168 49.829201020193764, -97.18166107628491 49.829052135961035, -97.18171937174583 49.82900565947915, -97.18215790345027 49.82867331837472, -97.18225761043213 49.82860213280159, -97.18231896032808 49.828559861062566, -97.18240468105927 49.82850175877423, -97.18251012092459 49.828431910048494, -97.18293252924894 49.82816123404765, -97.18312219408661 49.82804699738223, -97.18323714117608 49.827980622771115, -97.18343101240895 49.82786815417702, -97.183763416119 49.82768997543384, -97.18382196812775 49.82766167134527, -97.1838967221343 49.827630955049656, -97.18398019014236 49.82759859048667, -97.1840536820422 49.827575215202195, -97.18450944578588 49.82741690323748, -97.1846741267953 49.82736086781323, -97.18485060109145 49.82729878120584, -97.18498470713712 49.82725265920402, -97.18510841265648 49.82720969985037, -97.18527309228632 49.827153663557276, -97.18553475576466 49.82706464158346, -97.18558763225556 49.827042605363125, -97.1856395040312 49.82701307055776, -97.18569198689396 49.826984376723026, -97.18575571418648 49.82694712895269, -97.18581380112632 49.826906051424395, -97.18586864569144 49.82686575452956, -97.18587964463616 49.82685338090388, -97.18599752711545 49.826780725427575, -97.18604309716706 49.82675458034287, -97.1860856040633 49.82673487584059, -97.18611963752909 49.82671836438219, -97.18615663161586 49.82670290467993, -97.18666405103953 49.82652609608981, -97.18750796086303 49.82624663785603, -97.18791533168952 49.826105098519164, -97.18831892124491 49.82597164689529, -97.1885542928286 49.82589127455813, -97.18869937489512 49.82583857121877, -97.1888484943559 49.82579750371454, -97.18916122129377 49.825686662276325, -97.1901586875494 49.825351885376975, -97.1902542876783 49.82532136866124, -97.19038254125057 49.8252768118866, -97.19047493000325 49.82524624483661, -97.19060575204936 49.8252017279266, -97.19073386548538 49.82516090999066, -97.19090491413728 49.82510053511133, -97.19180508345544 49.82479850140009, -97.19196379704134 49.82474693538183, -97.19209521215198 49.82470367318996, -97.19233596153289 49.82462234067821, -97.19266013057957 49.824511696785585, -97.19291063227557 49.8244283041128, -97.19304531865855 49.824383429014965, -97.19322432498691 49.82432178491353, -97.19348329724376 49.82423519738724, -97.19356271418977 49.82420775134838, -97.19367007084185 49.8241720108461, -97.19374684139143 49.824146601990016, -97.19380738653997 49.82412551300444, -97.1939615540038 49.824075120535944, -97.19403707078698 49.82404886052142, -97.19411114837341 49.82402673515387, -97.19420461574657 49.824001586218124, -97.19424471079176 49.82399472824168, -97.19431393216556 49.823987738973486, -97.1943492581496 49.823982638950895, -97.19438034685264 49.8239760562927, -97.19440189531763 49.82396683068837, -97.1944228943813 49.82395510224329, -97.19444775900688 49.823925008710596))"
Multiuse path,Dakota/Dunkirk Pathway,Off Road,true,370,W26947,"MULTILINESTRING ((-97.11737591037642 49.84688614757833, -97.11758764659676 49.8473746477389, -97.11759604156171 49.84742252921999, -97.1176098648597 49.847489066420266, -97.11768571819171 49.84763903051924, -97.11779130568394 49.847834186833644, -97.11795368321506 49.84807832860036, -97.11803245885791 49.84820334566293, -97.11813368694604 49.848334226729115, -97.11826496832678 49.84850074180518, -97.11829110295267 49.848532329357624, -97.11835002618265 49.84860354660704, -97.11852133313808 49.84879147628675, -97.11863378452854 49.8489061413079, -97.11879561551022 49.8490654023209, -97.11895163329024 49.84920908751656, -97.1190697258807 49.84931155763777, -97.119091561541 49.84933050459845, -97.1191843817732 49.84940183178753, -97.11927601043611 49.84945825974166, -97.11936268732883 49.84950545045103, -97.11944701816495 49.849567482843725, -97.11958994358893 49.8496705270126, -97.11961881907418 49.84970189979066, -97.11963871607954 49.8497365606826, -97.11964256690851 49.84979334962889, -97.11966818796559 49.84979230590183))"
Multiuse path (unpaved),,Off Road,true,4,W231927,"MULTILINESTRING ((-97.31790514537387 49.84396665672129, -97.3178432040617 49.84396501519835))"
Multiuse path (unpaved),,Off Road,true,10,W231923,"MULTILINESTRING ((-97.3186216392204 49.84399216794324, -97.3184882008636 49.8439845368646))"
Multiuse path (unpaved),,Off Road,true,42,W231925,"MULTILINESTRING ((-97.3184882008636 49.8439845368646, -97.31837035418833 49.84397832856918, -97.31829131954242 49.84397208501896, -97.31821932631217 49.84396481099883, -97.31816826086735 49.843960105841894, -97.31811626124188 49.84395708600407, -97.31807817744883 49.84395681645174, -97.31803651402812 49.84395876013332, -97.31798908281432 49.84396288528659, -97.31795000588816 49.84396599907602, -97.31790514537387 49.84396665672129))"
Multiuse path (unpaved),,Off Road,true,5,W231933,"MULTILINESTRING ((-97.31955976192721 49.841770396755074, -97.31956352146489 49.84175521274537, -97.31959646803459 49.84173071779005))"
Multiuse path (unpaved),,Off Road,true,5,W231935,"MULTILINESTRING ((-97.3178432040617 49.84396501519835, -97.3178426784857 49.84392126758592))"
Multiuse path (unpaved),,Off Road,true,10,W231920,"MULTILINESTRING ((-97.3167182432223 49.843236422295426, -97.3166298478787 49.843166469649994))"
Multiuse path (unpaved),,Off Road,true,52,W231921,"MULTILINESTRING ((-97.31698951970156 49.843633510953914, -97.3170031983098 49.84359265286946, -97.31701519056442 49.84356252998832, -97.31703002477386 49.84352621907978, -97.3170326846283 49.84351266651272, -97.31703040282241 49.84350272313103, -97.31702293828049 49.843490722436094, -97.31701027135226 49.84347723044116, -97.31698609315532 49.84345479362783, -97.3167182432223 49.843236422295426))"
Multiuse path (unpaved),Harte Trail,Off Road,true,18,W5459,"MULTILINESTRING ((-97.248520395135 49.844417040663714, -97.24856318851559 49.84440485214462, -97.24864128383454 49.84438182873624, -97.24867511876991 49.84437231985011, -97.24867712449083 49.844371756166865, -97.24870076582849 49.84435960978824, -97.24872563757356 49.84433010661632))"
Multiuse path (unpaved),,Off Road,true,161,W231931,"MULTILINESTRING ((-97.31482183383385 49.843500210746086, -97.31490634450454 49.843501199402084, -97.31500013444179 49.843498599006416, -97.31506866007018 49.84349223342154, -97.3151373234201 49.8434819056997, -97.31520248572704 49.84347152703966, -97.31526673340267 49.843462267646565, -97.31531333826322 49.8434567158466, -97.31536863662453 49.843452989299905, -97.31541590030864 49.84345367633369, -97.31546750091576 49.84345555898739, -97.31551377131619 49.843459629342235, -97.31556175288826 49.84346485714941, -97.3156000083217 49.84347277507273, -97.3156468786113 49.843484782290396, -97.31568942919517 49.843498248639065, -97.31573833030934 49.84351481573301, -97.31578546127793 49.84353192338088, -97.31583728817164 49.84355249705092, -97.31587524869575 49.84356890509375, -97.31590337981804 49.843578374688434, -97.31594504791943 49.84358889043808, -97.31599632419173 49.84360011208867, -97.31603797266621 49.84361119381917, -97.3160843564084 49.843624609538224, -97.31612392494245 49.84363254636696, -97.31617095284038 49.84364002526313, -97.3162219784042 49.84364586332296, -97.31626605108144 49.84365018459522, -97.31632153160874 49.843653822136616, -97.31637135246498 49.843656527979725, -97.31642476283679 49.84365673759841, -97.31649051529136 49.84365457813377, -97.31656024572072 49.843651343816916, -97.3166242574787 49.843648875841126, -97.31668395192055 49.84364464622177, -97.31675902233155 49.843638940999725, -97.31682748898172 49.843634272417326, -97.3168805993042 49.843630513369924, -97.3169204628234 49.84362995971425, -97.31695590091608 49.84363075752541, -97.31698951970156 49.843633510953914))"
Multiuse path (unpaved),,Off Road,true,236,W231928,"MULTILINESTRING ((-97.31778363260092 49.843978307995705, -97.31783258740084 49.844015438734246, -97.31788609852288 49.8440632183097, -97.31791487530639 49.84409195097149, -97.31793583365847 49.844118871249286, -97.31796167789506 49.84415955980893, -97.31798155476966 49.84419241052737, -97.31799576206944 49.844224612656554, -97.31800447657842 49.84425107206777, -97.31801104221076 49.844276367691165, -97.31801506061548 49.84429936114643, -97.31801682209445 49.84432430389453, -97.31801554959313 49.844348353159475, -97.3180116807427 49.84437151529285, -97.31800699554886 49.84439296667921, -97.31800138596839 49.84441582039816, -97.31799314074311 49.84443891901381, -97.31798101571543 49.844460262419695, -97.31796676142778 49.844479876021545, -97.31794901585707 49.84449915579952, -97.31792594987162 49.844520340401615, -97.31788442013709 49.84455626394654, -97.31782480527289 49.84460863080879, -97.31777150385957 49.844655709437774, -97.31774299941218 49.84468219490741, -97.31772253943208 49.84470398359698, -97.31770828496646 49.8447235971645, -97.31769613026783 49.84474578955902, -97.31768664068848 49.84476688804066, -97.31767697426702 49.84479308065062, -97.31766950585666 49.84481902201716, -97.31766330123635 49.84484639747783, -97.31765975192152 49.84487296203458, -97.31765847922196 49.84489701129143, -97.3176593357777 49.8449227903563, -97.31766153472888 49.844947739458355, -97.31766559231215 49.84496960089347, -97.31767793116138 49.84500517373172, -97.31769729732396 49.845052740868816, -97.31772073540215 49.84510914475305, -97.31773309397279 49.84514415157096, -97.31774084479063 49.84517314535724, -97.3177463189878 49.84520465444393, -97.3177484492262 49.84523158459405, -97.31775163254952 49.845278633663916, -97.31775046987367 49.84534997052806, -97.31774651778339 49.8453881383789, -97.31773864652864 49.84542568304041, -97.3177226279573 49.84548349621867, -97.31770815362282 49.845547277955404, -97.31768821135293 49.845617209611035, -97.31767947899152 49.84564171687892, -97.31766816003564 49.84566505399912, -97.31764451907536 49.84571539462207, -97.3176230171815 49.84576718204098, -97.31760444570277 49.845810234354055, -97.31759023550347 49.84584117453769, -97.3175810305776 49.845854065797795, -97.3175661656853 49.8458660254411, -97.31754517369856 49.845877896133345, -97.31750198482695 49.84589850536671, -97.31743805643143 49.845933784063874))"
Multiuse path,Near El Tassi Dr,Off Road,true,750,W206687,"MULTILINESTRING ((-97.05854444334881 49.905152758903746, -97.05858842299614 49.905096406137346, -97.05821996368041 49.90497698090668, -97.05798117899985 49.90489915652764, -97.05774364641599 49.90481975041848, -97.05750739104715 49.90473877097853, -97.05727243787625 49.90465622677348, -97.057038811748 49.90457212653451, -97.0569467040088 49.90452980202582, -97.05685680683656 49.90448553931861, -97.05676921796035 49.904439386535, -97.05668403259884 49.90439139385183, -97.0566013433568 49.90434161344607, -97.05652124012447 49.90429009943812, -97.05644380997973 49.90423690783295, -97.05638346457388 49.904189776336935, -97.0563198367647 49.90414448146348, -97.05625306039528 49.90410111848522, -97.05618327593022 49.90405977861098, -97.05611063016015 49.904020548793966, -97.05603527589297 49.90398351154895, -97.05595737163239 49.903948744778724, -97.05587708124465 49.90391632161022, -97.05579457361377 49.90388631024082, -97.05550321127583 49.903789915707215, -97.05530514959503 49.903724388199294, -97.05464403826421 49.90350565980625, -97.0545550316255 49.903479124551644, -97.0544642029023 49.90345530389594, -97.05437175043022 49.90343424985364, -97.05427787608959 49.90341600839794, -97.05418278486475 49.90340061936046, -97.05408668439657 49.90338811634431, -97.05398978452908 49.90337852665064, -97.05389229685143 49.90337187121916, -97.05226176308841 49.90343103670638, -97.05218119147476 49.90343210048356, -97.05210065871908 49.90343016581058, -97.0520204320958 49.90342523910845, -97.05194077786317 49.903417336728246, -97.0518619603794 49.90340648489671, -97.0517842412252 49.90339271962938, -97.05170022278239 49.903364330759494, -97.04934082420684 49.90256707876447))"
Multiuse path (unpaved),,Off Road,true,291,W231934,"MULTILINESTRING ((-97.3178426784857 49.84392126758592, -97.31784254232132 49.84389577546059, -97.31784347109297 49.84388163145034, -97.31784608162846 49.84386949389951, -97.31785126883423 49.84385880949803, -97.31785906708856 49.84384858772005, -97.31786946165609 49.84383925307591, -97.31788489879473 49.843829708472214, -97.31790958510393 49.84381859921422, -97.31793425175735 49.84380805596535, -97.31795432328104 49.84379744601747, -97.3179737776386 49.84378569450936, -97.31798712480801 49.843773288060255, -97.31800333838575 49.84375398604074, -97.31801900354469 49.84373156141137, -97.3180370827341 49.843702659369285, -97.3180555209589 49.84367602773384, -97.318078364918 49.84364861058634, -97.31811319178877 49.84361655379189, -97.31813729946734 49.843590570721894, -97.31816234130153 49.8435629023046, -97.31819795922443 49.8435206635705, -97.31830782562437 49.843370206432525, -97.31844199502879 49.843188105893354, -97.31847795608608 49.843135961807086, -97.31850582382108 49.84308992957789, -97.31852472302019 49.8430499965127, -97.31853634529602 49.843017886058846, -97.31854719049343 49.84298293283071, -97.3185561084534 49.84295304833654, -97.31856106254347 49.842911214036526, -97.31856241746435 49.8428721590148, -97.31855945507364 49.84283134245432, -97.31855563708076 49.8427899471799, -97.3185543859103 49.84275028804624, -97.31855739312941 49.8427140884953, -97.318562770793 49.842685285233166, -97.31857005602086 49.84265197924928, -97.31858082256113 49.84261929007401, -97.31859228760185 49.842591707729625, -97.31860566019311 49.8425596226619, -97.3186288174698 49.84252314915436, -97.31865529894431 49.84249182056764, -97.31869176141575 49.8424504433822, -97.31873892299834 49.842403558404264, -97.31879386343802 49.842359617753566, -97.31885648456063 49.842321451493426, -97.31892602892827 49.842285650825886, -97.31900422737195 49.84225280714416, -97.31908217052049 49.8422273216038, -97.31915021122185 49.84220962058439, -97.31921634438238 49.8421964222575, -97.31928150413731 49.84218604127474, -97.31934843395624 49.84217511962533, -97.31938992314076 49.84216552790481, -97.31942627867393 49.842152463925586, -97.31945394074936 49.84213757497035, -97.31948693269598 49.84212049809785, -97.31952274655978 49.84209779913823, -97.3195498080861 49.842074973255606, -97.31957796068176 49.842045933890105, -97.31959833429823 49.84201395022414, -97.31960976917512 49.84198721679173, -97.31961683770906 49.841960136896866, -97.31961989902705 49.841934980946746, -97.31961894332399 49.841912031949555, -97.31961732433763 49.84189558578178, -97.31961245955098 49.84187173065349, -97.31960357775583 49.84185008247747, -97.31959119506455 49.84182838353744, -97.31957740142619 49.84180949563575, -97.31956531900086 49.841791765144954, -97.31955976192721 49.841770396755074))"
Multiuse path (unpaved),Harte Trail,Off Road,true,16,W200692,"MULTILINESTRING ((-97.2636209008818 49.84501137993953, -97.26362731909042 49.84487076361243))"
Multiuse path (unpaved),,Off Road,true,5,W231932,"MULTILINESTRING ((-97.31475456985825 49.843499423808204, -97.31482183383385 49.843500210746086))"
Multiuse path (unpaved),,Off Road,true,5,W231926,"MULTILINESTRING ((-97.3178432040617 49.84396501519835, -97.31778363260092 49.843978307995705))"
Multiuse path (unpaved),,Off Road,true,70,W231929,"MULTILINESTRING ((-97.31698951970156 49.843633510953914, -97.31702398426607 49.843637126104866, -97.31706671464636 49.843642277028856, -97.31710724706487 49.84364767916951, -97.31714075777666 49.84365354563323, -97.31717071833182 49.84366077628529, -97.31719883994144 49.843670528575686, -97.31723686981297 49.8436849551277, -97.31729126432164 49.84370726432495, -97.31735042367866 49.84373105842776, -97.31741416121649 49.843761714565694, -97.31747860707249 49.84379719449884, -97.31754550431165 49.84383458585106, -97.31761006590901 49.84386989042158, -97.31766580106097 49.84390089036632, -97.31773440748701 49.84394265984796, -97.31778363260092 49.843978307995705))"
Multiuse path,Near Abinojii Mikanah,Off Road,true,15,W101905,"MULTILINESTRING ((-97.11876066796344 49.829006426209034, -97.11871886299696 49.828954775677666, -97.1187019286852 49.82893385421294, -97.11869991322489 49.82893107347786, -97.1186982800084 49.82892818920829, -97.11869704483965 49.82892522414866, -97.11869621525435 49.82892219911011, -97.11869579718919 49.82891914027493, -97.11869579540058 49.82891606840915, -97.11869620752218 49.8289130086607, -97.11869703407153 49.82890998352582, -97.11869826437922 49.82890701711812, -97.11869989340423 49.828904131843544, -97.11870190498823 49.82890134992757, -97.11870428582198 49.828898691842895, -97.11870701696787 49.82889617976983, -97.11871007688339 49.828893831348864, -97.1187134439911 49.82889166511941, -97.11871708983509 49.82888969771018, -97.11872098880852 49.828887943997124, -97.11872510839112 49.828886417844416))"
Multiuse path,Near Academy Rd,Off Road,true,608,W214692,"MULTILINESTRING ((-97.2075759676023 49.87375541820406, -97.20753834722166 49.87382877609511, -97.20751009221158 49.873911051310515, -97.20747591072093 49.87410101132667, -97.2074182769401 49.87447240941268, -97.20740430035625 49.87456860611369, -97.20738891532888 49.87466987855331, -97.20737769452778 49.874711061094644, -97.20736607776185 49.87474958421045, -97.20735563514083 49.87478753627803, -97.20734345515166 49.87482527167982, -97.20733512062415 49.87485782132407, -97.20732695154462 49.87490178024757, -97.20732283107138 49.87493734707839, -97.20731957746744 49.87497473903953, -97.2073173024887 49.87501093832058, -97.20731971950623 49.87504660626178, -97.20732605105543 49.875077503483936, -97.20734243234807 49.87511459521421, -97.20735894776783 49.875148065569796, -97.20738597096954 49.875184081847166, -97.20738911215105 49.8751874522776, -97.2073950260892 49.87519433225959, -97.20740056362268 49.87520134134478, -97.20740571809566 49.87520847133478, -97.20741048288559 49.875215713132256, -97.20741485411875 49.87522305858184, -97.20741882378154 49.875230498564655, -97.20742238945783 49.87523802314889, -97.2074255458828 49.87524562415768, -97.20742828782495 49.87525329251512, -97.20743061429248 49.87526101741196, -97.20743252005381 49.87526878977231, -97.20743400405063 49.87527660058484, -97.20743506522452 49.875284440838215, -97.2074393557321 49.875336666438194, -97.2074409478929 49.87538895464883, -97.2074398396222 49.875441248769555, -97.20743839128531 49.87546318403916, -97.2074361061232 49.87548509017597, -97.20743298884062 49.875506952860675, -97.2074296233464 49.875572279092545, -97.20742890945743 49.8756376400352, -97.20743084884889 49.875702990739626, -97.20743110443536 49.87571398027242, -97.20743077268875 49.875724968817394, -97.20742985410801 49.87573594288979, -97.20742835051655 49.87574689082428, -97.20742626244665 49.87575779823713, -97.20742359314612 49.87576865258552, -97.20742034589605 49.875779440427685, -97.20741652391102 49.87579015011982, -97.20741213189655 49.87580076734264, -97.20740717581606 49.87581128139433, -97.20740166176617 49.875821677977115, -97.20739559574366 49.8758319454902, -97.20738898377861 49.875842071433766, -97.20725696878371 49.87605028122558, -97.2072447716063 49.87606956492525, -97.20723154384223 49.87608856373338, -97.20721730444026 49.87610725455573, -97.20720206820936 49.87612561333451, -97.20718585399858 49.876143619672426, -97.20716868075704 49.876161250475185, -97.2071505715073 49.87617848541002, -97.20713154509876 49.876195304079566, -97.207111627403 49.876211684396075, -97.2070908399852 49.87622760780323, -97.20706921000836 49.876243054931706, -97.20704676182011 49.876258007268234, -97.20702352394144 49.87627244636403, -97.20700517300854 49.87628312648753, -97.20698632621442 49.8762934400376, -97.20696700065191 49.876303376484366, -97.20694721612944 49.876312927139075, -97.20692698831553 49.876322082349375, -97.2069063383432 49.876330835245966, -97.20688528327217 49.876339176198044, -97.20669519947486 49.87641080030964, -97.20668504660365 49.87641441842472, -97.20667470730388 49.87641780877982, -97.206664194262 49.87642096707368, -97.20665352006462 49.876423891702, -97.20664269746483 49.87642657656553, -97.20663173762485 49.87642902093745, -97.20662065465557 49.87643121963908, -97.20660946111033 49.87643317196508, -97.20659817103343 49.87643487453473, -97.20658679562042 49.87643632572223, -97.20657535163122 49.87643752398789, -97.20656385026136 49.8764384677059, -97.20655230545528 49.87643915619251, -97.20654073119074 49.87643958786498, -97.20652914002105 49.87643976201803, -97.20651754721514 49.87643967978746, -97.20650596535965 49.87643933956895, -97.20649440829914 49.8764387433758, -97.20648288997798 49.87643789052422, -97.20647142284963 49.87643678300596, -97.20646002218298 49.87643542195678, -97.20644870043144 49.87643380936839, -97.20643747147278 49.876431946355076, -97.20642634776044 49.87642983490855, -97.20641534171446 49.87642747791953, -97.20640446853712 49.87642487832178, -97.20632403037523 49.87640544032006, -97.20624280173355 49.87638742832781, -97.20618266167416 49.87637814452396, -97.20611548401703 49.876375293137784, -97.20606033594353 49.876375647434706, -97.2060062112979 49.87637360191474, -97.20595686827575 49.87636861084079, -97.20590490235685 49.87635874788563, -97.2058503359287 49.87634340948447, -97.20577553574715 49.876319303141514, -97.20572739522059 49.876307083690556, -97.20568376787881 49.87629916143954, -97.20564376450022 49.87629431481223, -97.20559359255383 49.876291212160496, -97.20554926957566 49.876290453123, -97.2054605938999 49.87629045019278, -97.20537194831509 49.876291963316405, -97.20532334406822 49.8762927012346, -97.20527472869546 49.87629242522475, -97.2052261523124 49.87629113516335, -97.20517766635905 49.876288832746475, -97.20512931945991 49.87628552052618, -97.20455617248153 49.8762679843726, -97.20434787365826 49.876274590942934, -97.20430895544737 49.87627596961655, -97.20427013200882 49.8762782078675, -97.20423144941319 49.876281301912144, -97.20419295369777 49.87628524886591, -97.20415468960887 49.87629004312578, -97.2041346573435 49.87629256257732, -97.20411450720697 49.87629465743456, -97.20409426294836 49.876296325366894, -97.20407394414347 49.876297563979094, -97.20405357447474 49.87629837273854, -97.20403317351798 49.87629874925007, -97.20401276488892 49.87629869477904, -97.20399237087884 49.87629820877137, -97.20397201093019 49.87629729242781, -97.20395170872536 49.87629594521588, -97.20393148645559 49.876294169278424, -97.20391136488767 49.87629196763581, -97.20389136488845 49.876289340611415, -97.2038715085824 49.87628629214613, -97.20382151081225 49.87628050895916, -97.20377125161836 49.87627576961576, -97.20372078233436 49.87627207850918, -97.2036701543272 49.8762694391337, -97.20364065305537 49.876268544770525, -97.20361112146657 49.87626831735835, -97.20358159569447 49.876268758356645, -97.2035521106151 49.876269865607476, -97.2035227052111 49.87627163881557, -97.2034934129674 49.87627407580147, -97.20346427018457 49.876277173529935, -97.20343531319654 49.87628092806674, -97.20340657694618 49.87628533545615, -97.20337809647648 49.876290389045515, -97.20334990818824 49.87629608310275, -97.20333787135091 49.87629851496723, -97.20332571107798 49.8763006723689, -97.20331344131387 49.87630255462433, -97.20330107749422 49.87630415837478, -97.20328863498796 49.87630548205945, -97.20327612780625 49.87630652319702, -97.20326357128467 49.876307281125655, -97.20325098214987 49.87630775520516, -97.2032383743463 49.87630794475216, -97.20319837194671 49.87630853177767, -97.20315842196773 49.87630999391519, -97.20311857037981 49.87631233007845, -97.20307886603574 49.876315536527414, -97.20303935215729 49.87631961123383, -97.20300007352417 49.87632454769616, -97.20290796315602 49.87633778536066, -97.20290691424802 49.876337936104306, -97.2027367047896 49.87636235329825))"
Multiuse path (unpaved),Near Alfred Av,Off Road,true,1,W72384,"MULTILINESTRING ((-97.12928142433061 49.914982181922554, -97.129291598055 49.91497489642729))"
Multiuse path,Near Archibald St,Off Road,true,1017,W212565,"MULTILINESTRING ((-97.08719460924081 49.86060538065908, -97.08728117705733 49.86077144617018, -97.08734651607863 49.86089946462656, -97.08751623882443 49.86129266622652, -97.0875671467179 49.86141086601307, -97.08756403238418 49.861447811212685, -97.08756500818257 49.86148298936432, -97.08758415078387 49.86151326942801, -97.0876044438775 49.861538370604826, -97.0876355723513 49.86156456784402, -97.08768382103474 49.86164631313658, -97.0877309713866 49.86171894401566, -97.08988898545051 49.86590025198765, -97.09031446669135 49.86636406370786, -97.09104216468756 49.86685937767558, -97.09114506128887 49.86695248335956, -97.09118083875046 49.866991034638254, -97.09129585665485 49.867114829611396, -97.09136097768675 49.86724166345716, -97.09228935334725 49.86904978845692))"
Multiuse path,Near Archibald St,Off Road,true,127,W222644,"MULTILINESTRING ((-97.08719460924081 49.86060538065908, -97.08716925406753 49.86053597864911, -97.0871258284636 49.860424399823046, -97.08706539777823 49.86031617881543, -97.0869886298333 49.86021248249502, -97.0869885693128 49.860212394243405, -97.08694370423642 49.86014372255907, -97.08687964374788 49.860044737978875, -97.08682718508582 49.85994294051775, -97.08678135333714 49.85984067600358, -97.08667126078225 49.859538605046176, -97.08666554019216 49.859519634592864))"
Multiuse path,Near Chevrier Bv,Off Road,true,183,W212148,"MULTILINESTRING ((-97.16900372075293 49.825998861420786, -97.16963761166026 49.82577992658804, -97.16971823671913 49.82577685986586, -97.1700481662922 49.82566264265868, -97.17010476716135 49.8256234594684, -97.17124128446632 49.825241011442714))"
Multiuse path,Near Chevrier Bv,Off Road,true,398,W212163,"MULTILINESTRING ((-97.16572348709846 49.827125218925616, -97.1656593649355 49.8271321018335, -97.16527789353802 49.82726093554333, -97.1652257626272 49.82729838494188, -97.16511067746329 49.827336660043706, -97.164881449665 49.82741486767718, -97.16480617438197 49.827416892948435, -97.16365102539264 49.827813539951876, -97.16296125168597 49.82804805150306, -97.16292112737777 49.82807977027078, -97.16275632199383 49.828139881987795, -97.16270785058127 49.82817981843356, -97.16269193805043 49.82819080556326, -97.16267069065594 49.82820626462916, -97.16249655910018 49.828253625238276, -97.16231710207855 49.828319349867854, -97.16204876749272 49.828409647139985, -97.16200573875774 49.82841747014632, -97.16191778608062 49.8284087845549, -97.16187863011655 49.82841240688676, -97.16085761012985 49.828756412214304))"
Multiuse path,Near Bridge Lake Dr,Off Road,true,3,W103414,"MULTILINESTRING ((-97.20099256319979 49.78901180792019, -97.20096004380181 49.78902730709964))"
Spur route,Near Buffie By,Off Road,true,79,W32667,"MULTILINESTRING ((-97.30749636471491 49.887097344075904, -97.30756796405335 49.88638897934664))"
Multiuse path,Near Main Street Bridge,Off Road,true,37,W50784,"MULTILINESTRING ((-97.13246352196232 49.88570335491774, -97.1325305188967 49.88575938267972, -97.13255721700519 49.88575356698199, -97.13269441780571 49.88594758141154, -97.13271671678906 49.885978666785924))"
