Infrastructure Type,Infrastructure Name,Road Location,Two Way Travel,Length,ID,Location
Spur route,,Off Road,true,190,W205580,"MULTILINESTRING ((-97.10543664901691 49.927218002144095, -97.10546894777123 49.92722761031164, -97.10550747365929 49.92723180797081, -97.10553754698545 49.92723229936845, -97.10558537647022 49.927235465603545, -97.10563161267972 49.92724533367487, -97.10566978132793 49.92725864401129, -97.10570359167119 49.927273468965225, -97.10573195602095 49.92728622263435, -97.10576036698403 49.92729778767938, -97.10578942276825 49.927308570333395, -97.10582456939453 49.92732064186709, -97.10585861280876 49.92732952369073, -97.10589149087683 49.92733680062842, -97.10592378627496 49.92734327511908, -97.10595361117879 49.9273501057015, -97.10598723538669 49.92735992367161, -97.10601737084666 49.927368591494314, -97.10611251000088 49.927402472845046, -97.10619765625087 49.92743376248228, -97.10629383782573 49.927491252362394, -97.1063191492644 49.92750355956243, -97.10634819753568 49.92751454018181, -97.10637611149646 49.92752312351097, -97.10640539270646 49.9275281610287, -97.10644111048687 49.92753350189108, -97.10649177188111 49.927541465552856, -97.10652498035566 49.92754815301641, -97.10655232720161 49.927555537662734, -97.10661380729523 49.927577355801745, -97.10669101973552 49.92760517947765, -97.10676860123779 49.92763142329038, -97.10684227108882 49.927655620881886, -97.10689360492408 49.92766993869765, -97.10695020221445 49.92768315305194, -97.1069945711496 49.927694978345784, -97.10704157779277 49.92771001836317, -97.1070755285799 49.92772127707059, -97.10710308935315 49.92773104383505, -97.10712687451668 49.92774312770851, -97.10715533685737 49.92776123482683, -97.10718171054648 49.92777691958465, -97.10720758442702 49.92779142579568, -97.10723525036998 49.92780634821735, -97.10726515757732 49.92781892846439, -97.10729763620198 49.92782857723551, -97.10732987780573 49.92783643806092, -97.10736640014878 49.927844765215575, -97.10740895912674 49.92785576788476, -97.10744903984528 49.92786732477398, -97.10748754741041 49.927879847119044, -97.10752601619927 49.9278933599667, -97.10756299718818 49.92790565913914, -97.10760640706161 49.92791845969096, -97.10764591292397 49.927929015980226, -97.10767755641997 49.927936470486756, -97.10770841119479 49.92794054220729, -97.10775189442468 49.927943630646865, -97.10778965563915 49.92794385046951))"
Multiuse path,,Off Road,true,11,W210179,"MULTILINESTRING ((-97.18901649650142 49.80424965099615, -97.18900176885751 49.80424620481825, -97.18898979044737 49.80424238951151, -97.1889779245893 49.80423735454988, -97.1889690912426 49.80422962597817, -97.18896677515798 49.80422621622149, -97.1889644590737 49.80422280646469, -97.18896380472036 49.80421415150709, -97.18896536656585 49.80420721796835, -97.18896950951402 49.8042009573173, -97.18897528039457 49.80419472211297, -97.18899134647661 49.804191390953264, -97.18901855939488 49.8041913586353))"
Multiuse path (unpaved),,Off Road,true,77,W210380,"MULTILINESTRING ((-97.02486592942167 49.89849092992579, -97.0248617281596 49.89851219355201, -97.02484556058181 49.89852636563474, -97.02482409963116 49.89853738288312, -97.02480064249288 49.89854749050289, -97.02478199794231 49.89855592890392, -97.02477018002904 49.89856317021304, -97.02476449724479 49.89857317066462, -97.02476579293666 49.89858761254029, -97.0247716904835 49.898609165482746, -97.02477906771644 49.89862767900314, -97.02479177406173 49.89864847235552, -97.02481332112536 49.89866854073937, -97.02484210417141 49.8986939860766, -97.02489528653227 49.89873604593395, -97.02495645215454 49.89879838082027, -97.02497325819763 49.898818368393705, -97.02499017144741 49.89883573096097, -97.02500860011385 49.898849179100026, -97.02503959394538 49.89887028400329, -97.02506331605487 49.89888688695636, -97.02508299219095 49.89890298316713, -97.02509783785224 49.89892118610205, -97.02510983137049 49.898942842883116, -97.02512309019724 49.89896671024485, -97.0251323387679 49.898989195867834, -97.02513946609386 49.8990138343758, -97.02514461508648 49.89903712576387, -97.02514527300393 49.899054211368195, -97.02513987084738 49.899070318118454, -97.02513113650818 49.8990823118771))"
Multiuse path,,Off Road,true,341,W210061,"MULTILINESTRING ((-97.17861187703923 49.778802769130195, -97.1785682461872 49.778720954678704, -97.17855855169529 49.77869918978737, -97.17853635295721 49.77863900058239, -97.17851628709526 49.778581880954036, -97.17850355824179 49.77853638132124, -97.1784951335952 49.77849454456454, -97.17848968293902 49.77843262146825, -97.17849418798974 49.778342093342594, -97.17849297781285 49.77822630896733, -97.17848690447416 49.77814150492698, -97.17847511665116 49.77806400871276, -97.17845547843612 49.77798361378931, -97.1784274363274 49.777881708851524, -97.17840152931386 49.77780594162793, -97.17838386334182 49.77773826461261, -97.17837536069058 49.7776711281578, -97.17837738146942 49.77761724056485, -97.17838723506388 49.77755039276885, -97.1784145027403 49.777432870957085, -97.17842222142696 49.77740107880159, -97.17842725960695 49.77736468315765, -97.17842929785483 49.77732665447546, -97.17842893319 49.77728739860899, -97.1784278972225 49.777249718049994, -97.17842259302562 49.7772115739064, -97.17841666210889 49.77717381637299, -97.17840701381743 49.777136101769415, -97.17839389067873 49.777095354485475, -97.17837794703614 49.77706338648473, -97.17835056842677 49.777009829494475, -97.17830892112833 49.77694494705837, -97.17827096263277 49.776895981258576, -97.17822934788164 49.77684656147833, -97.17816207688166 49.776779293673705, -97.17809691172941 49.776721177667895, -97.17805543362002 49.776684446884424, -97.17801535363047 49.77664528507823, -97.17796574774655 49.776590971646954, -97.1779330259221 49.776552877153506, -97.17790321801986 49.776515140480164, -97.17787312527047 49.77646867706511, -97.17785594358526 49.776437085978685, -97.17784058263774 49.77640591999607, -97.17781454759337 49.77634921227534, -97.1777982007852 49.77631168732138, -97.17778309323795 49.77626593749145, -97.17777374378082 49.77622923411922, -97.17776823210822 49.776196637198034, -97.1777619723425 49.776151341593824, -97.17775778348108 49.776089866892406, -97.17775767918334 49.77599447749132, -97.17776581535878 49.775858559049915))"
Spur route,,Off Road,true,38,W212082,"MULTILINESTRING ((-97.14808656028605 49.882297043133136, -97.14801844374168 49.882344231454134, -97.14795536558971 49.88238662774001, -97.14791198748263 49.88241448575446, -97.14789001939118 49.882428594245326, -97.14779970271256 49.882484620312404, -97.14780127430072 49.882486877092425, -97.14780272351086 49.88248916699753, -97.14780405041175 49.882491488229775, -97.14780525374978 49.882493837171154, -97.1478063308113 49.88249621197927, -97.14780728034268 49.88249860903612, -97.14780810241271 49.88250102654376, -97.14780879441096 49.882503459963, -97.14780935640621 49.882505907495904, -97.14780978850166 49.882508366445634, -97.14781008805247 49.88251083317192, -97.14781025794426 49.88251330502234, -97.14781029410658 49.88251577923337, -97.14781019942505 49.88251825315261, -97.14780997403726 49.882520723184214, -97.14780961522958 49.88252318748586, -97.14780912734766 49.88252564162944, -97.14780850771226 49.88252808287364, -97.14780775914022 49.88253051036398, -97.14780688183794 49.8825329187067, -97.14780587587418 49.88253530610394, -97.14780474413465 49.882537669903265, -97.14780348672251 49.88254000740782, -97.14780210516659 49.882542315044006, -97.14780060231813 49.88254459105841, -97.14779897967158 49.88254683277638, -97.14779723736451 49.88254903660207, -97.14779588965378 49.88255060538758, -97.14779445824801 49.88255214225257, -97.14779294457286 49.88255364632032, -97.14779135008831 49.88255511581512, -97.14778912033823 49.882556997925064))"
Multiuse path,,Off Road,true,10,W213088,"MULTILINESTRING ((-97.18987392134919 49.801202236347024, -97.18987931511305 49.80120552993711, -97.18988407655215 49.80120843741054, -97.18989263274261 49.80121368764801, -97.18989860183702 49.80122017660415, -97.18990197021296 49.801228269534796, -97.18990139125653 49.80123729523788, -97.18989881098467 49.801241600158, -97.18989623071236 49.801245905077955, -97.1898869360259 49.8012528864928, -97.18987943645038 49.80125715494075, -97.18986859865186 49.801260092092605, -97.18985194450612 49.80126001462132, -97.18984533863231 49.801257708137875, -97.18983919663168 49.80125556361813))"
Multiuse path,,Off Road,true,12,W213089,"MULTILINESTRING ((-97.19109867693712 49.80268074341207, -97.19109132882399 49.802676975679475, -97.1910771205581 49.80266969041232, -97.191062234418 49.80266528321574, -97.1910515327952 49.80266397755082, -97.19103982965555 49.80266439048462, -97.19103528547045 49.80266516027542, -97.19103074128523 49.80266593006601, -97.19102243071748 49.80266864674139, -97.19101460251088 49.80267415412913, -97.19100954837734 49.80268019822605, -97.19100642792792 49.80268895446351, -97.19100746075814 49.8026979526753, -97.1910124703369 49.80270821667144, -97.19101518908661 49.80271378704532))"
Spur route,,Off Road,true,64,W3020,"MULTILINESTRING ((-97.03405208109935 49.90021389376953, -97.03405521020862 49.90019036856067, -97.03405066423954 49.900174128753896, -97.03404290700489 49.90015849006223, -97.03403573287325 49.900145688611495, -97.03400594510566 49.90010264267474, -97.0339890406006 49.90008155372196, -97.03397154114847 49.90006549764552, -97.03395241472857 49.90005105293714, -97.03392974669435 49.90003730460234, -97.03390318792219 49.90002323812371, -97.0338727230507 49.90000923146072, -97.03383082709968 49.89999313978664, -97.0337881714668 49.899976530914515, -97.03374751757899 49.89995869523841, -97.03371364853362 49.899941509551965, -97.0336815624422 49.89992467108654, -97.0336539871798 49.89990680507987, -97.0336267145576 49.89988629664131, -97.03360504203354 49.8998672700107, -97.03358035080052 49.89984087986085, -97.03356836416462 49.899823656497674, -97.03355837925086 49.89980520634804, -97.03354110426837 49.89976923428136))"
Spur route,,Off Road,true,175,W3277,"MULTILINESTRING ((-97.0610332935065 49.8252842689269, -97.06100478710617 49.825242812409876, -97.06098885795618 49.825207420574856, -97.06097268208144 49.82515934048482, -97.0609756708249 49.82512231383236, -97.06099013225102 49.825100114700675, -97.06100973236566 49.82508141651778, -97.06104664562898 49.82506349590775, -97.06109246553764 49.82504913928594, -97.06114788721074 49.82503982182636, -97.06119722164091 49.825031866035175, -97.0612307890711 49.82502218284617, -97.061257769062 49.82500751091425, -97.06129144046743 49.82497636400783, -97.0613128984312 49.82494891554375, -97.06133395360506 49.82491267901986, -97.06134932431587 49.82488659225056, -97.06136604627142 49.82486443089476, -97.06138471714632 49.82485010775947, -97.06141534800967 49.82483842398084, -97.06144966885343 49.82482875333452, -97.06148700404454 49.82481913310981, -97.06152939998017 49.82481496390037, -97.06157844180522 49.824814320815996, -97.06162062336833 49.8248155143467, -97.06166205134367 49.82481669525524, -97.06170429137146 49.82481642618081, -97.06174448497612 49.82481075649794, -97.06178017651683 49.82480452363974, -97.06182813982758 49.824793129688686, -97.06187303030255 49.82478314787065, -97.0619179012751 49.82477365355986, -97.06195745813558 49.82476504604728, -97.06200677267844 49.824757577430994, -97.06204085955395 49.82475375690741, -97.06207863644028 49.82475194949449, -97.0621184987512 49.82475456760613, -97.06216500699946 49.82476071181169, -97.06221818067932 49.8247698945783, -97.06226598184597 49.8247814267258, -97.06231297100436 49.82479440882657, -97.06236434537138 49.8248108791979, -97.06240339266401 49.82482446022613, -97.062427598861 49.8248414519443, -97.0624476864945 49.82486715610111, -97.06244825867923 49.824890582510434, -97.06244288004416 49.8249119580051, -97.06243543541984 49.8249284204427, -97.06242026006998 49.824949632111775, -97.06240135570113 49.82496980571818, -97.06237166725107 49.82499565319118, -97.06233256551698 49.82503061240274, -97.06231665597562 49.82505132392939, -97.06231270652938 49.82507467472196, -97.06231074513445 49.82510488867336))"
Spur route,,Off Road,true,62,W205592,"MULTILINESTRING ((-97.10843887979608 49.80371222799587, -97.1085330744157 49.803637045189184, -97.10859785201748 49.80358237650421, -97.10861058170796 49.8035710500195, -97.10864047557371 49.803494862620425, -97.10878480696276 49.803375416316406, -97.10880719904061 49.80338860344483, -97.10875384218673 49.80343120914729, -97.10875197933433 49.80346329256114, -97.10880281950392 49.80349119577867))"
Multiuse path,,Off Road,true,103,W205591,"MULTILINESTRING ((-97.10646384467358 49.803449541987135, -97.10648926677737 49.80343810847642, -97.10650205060178 49.80342813545004, -97.1065048296896 49.80341799890693, -97.10650186543204 49.803406925905605, -97.10648621561533 49.80338406117018, -97.10642642911874 49.803314065867866, -97.1063830901765 49.803264163282805, -97.10634245360424 49.80320440353271, -97.10629205032824 49.80312979645651, -97.10625017867393 49.80307199651307, -97.10621510024082 49.80302858270717, -97.1061820855846 49.802979251313, -97.10612391507011 49.80291523357484, -97.10607606959711 49.802869228482926, -97.10600677808699 49.8028074063908, -97.10593413283189 49.802737200603, -97.10583614457244 49.8026476997311))"
Spur route,,Off Road,true,30,W2062,"MULTILINESTRING ((-97.11578962024022 49.81029089791896, -97.1158576964804 49.810258962747646, -97.11590661374906 49.810229751773996, -97.11595159475735 49.81019465694144, -97.11598272372751 49.81016460394867, -97.1160044464205 49.8101210410954, -97.1160365775672 49.81007987478994))"
Spur route,,Off Road,true,35,W2065,"MULTILINESTRING ((-97.11703747318813 49.80982088706838, -97.11717859493554 49.80978007234567, -97.11731635345491 49.80973557263739, -97.11735280494072 49.80971826721987, -97.11738781875151 49.80970088605933, -97.11741762288973 49.80967369035998, -97.1174367221804 49.80965131218594))"
Spur route,,Off Road,true,46,W2827,"MULTILINESTRING ((-97.11322822504779 49.896226128692774, -97.11324770077773 49.89620630989294, -97.11325474735096 49.89618548335733, -97.11325805575852 49.896164595977794, -97.1132574062323 49.89614928220049, -97.1132573218365 49.896119479847776, -97.1132460543759 49.89608869004326, -97.11323033167166 49.89605971236971, -97.11318775715249 49.89602245233316, -97.11313301921706 49.89598631084211, -97.11295049782662 49.8959096170983))"
